,category,outliers,words
397,Q185086,"['Seine-Maritime', 'Deux-Sèvres', 'Thirteen_Colonies', 'Azawad', 'Thirteen_Colonies', 'Latgale', '']","['Sark', 'Guernsey', 'Jersey', 'Isle_of_Man', 'Herm', 'Channel_Islands', 'Jethou', 'Brecqhou']"
398,Q42523,"['Great_Barrier_Reef', 'Ningaloo_Reef', 'Jurassic_Coast', 'Sugarloaf_Mountain', '']","['Kiritimati', 'Majuro', 'Clipperton_Island', 'Aldabra', 'Bikini_Atoll', 'Kwajalein', 'Wake_Island', 'Nanumea']"
399,Q14514600,"['Huginn_and_Muninn', 'Geri_and_Freki', 'Donkey_Kong', 'Buzz_Lightyear', 'Novial', 'Toki_Pona', '']","['Pandavas', 'Erinyes', 'Teenage_Mutant_Ninja_Turtles', 'Justice_League_of_America', 'X-Men', 'Sith', 'Danaids', 'Avengers']"
400,Q3184121,"['Aljezur', 'Carrión_de_los_Condes', 'Mukacheve_Raion', 'Bakhchysarai_Raion', 'Vianden', 'Federal_Dependencies_of_Venezuela', '']","['Osasco', 'Curitiba', 'Brasília', 'Arara', 'Belo_Horizonte', 'Rio_de_Janeiro', 'São_Paulo', 'Porto_Alegre']"
401,Q13217644,"['county', 'Sava_Region', '11th_arrondissement_of_Paris', '13th_arrondissement_of_Paris', 'Chornomorske', 'Simferopol_Raion', '']","['Setúbal', 'Porto', 'Coimbra', 'Faro', 'Lisbon', 'Évora', 'Funchal', 'Guimarães']"
402,Q50053,"['Castor', 'binary_star', 'star_system', 'Algol', 'NGC_6357', '595', '']","['Mizar', 'Mintaka', 'Sirius', '55_Cancri', 'Procyon', 'Aldebaran', 'Dubhe', 'Polaris']"
403,Q1615742,"['Eastern_Province', 'Northern_Province', 'Mukacheve_Raion', 'Bakhchysarai_Raion', 'Abisko_National_Park', 'Sarek_National_Park', '']","['Sichuan', 'Gansu', 'Liaoning', 'Jiangsu', 'Yunnan', 'Heilongjiang', 'Hainan', 'Guangdong']"
404,Q125191,"['Vitruvian_Man', 'Traditional', 'statue', 'Athena_Promachos', 'Egyptian_mathematics', 'geometry', '']","['Pale_Blue_Dot', 'The_Blue_Marble', 'Hubble_Ultra_Deep_Field', 'Raising_the_Flag_on_Iwo_Jima', 'Earthrise', 'Bliss', 'Guerrillero_Heroico', 'Hubble_Deep_Field']"
405,Q131669,"['Linux_Standard_Base', 'Linux_distribution', 'PHP-Nuke', 'Eye_of_GNOME', 'Apertium', 'Dojo_Toolkit', '']","['Ubuntu', 'Debian', 'Knoppix', 'Gentoo_Linux', 'Kubuntu', 'Fedora', 'Slackware', 'Linux_Mint']"
406,Q40056,"['Apertium', 'The_Burning_Crusade', 'futures_contract', 'European_Charter_for_Regional_or_Minority_Languages', 'Archean', 'norm', '']","['sed', 'device_driver', 'malware', 'OneDrive', 'KOffice', 'Google_Earth', 'Picasa', 'spreadsheet']"
407,Q1777138,"['London_Velopark', 'Völklingen_Ironworks', 'Engelsberg_Ironworks', 'James_Webb_Space_Telescope', 'Southern_African_Large_Telescope', '']","['SPA', 'NÜR', 'SUZ', 'CHN', 'HOC', 'IMO', 'SEP', 'Buddh_International_Circuit']"
408,Q16560,"['Torre_de_Cristal', 'Führerbunker', 'Amalie_Arena', 'Fort_Eben-Emael', 'spinning_jenny', 'bread_machine', '']","['Potala_Palace', 'Alhambra', 'Buckingham_Palace', 'Palace_of_Westminster', 'Versailles', 'Forbidden_City', 'Neuschwanstein_Castle', 'Topkapı_Palace']"
409,Q871419,"['National_Revolutionary_Army', 'List_of_islands', 'Wikipedia_community', 'Wikipedia_Signpost', 'The_Autumn_of_the_Patriarch', 'Towards_Zero', '']","['Graz', 'Wiener_Neustadt', 'Innsbruck', 'Villach', 'Linz', 'Salzburg', 'Klagenfurt', 'Eisenstadt']"
410,Q878367,"['M102', 'galaxy', 'Big_Dipper', '358', 'Luhman_16', '434_Hungaria', '']","['Castor', 'Acrux', '61_Cygni', 'Alpha_Centauri', 'Alnitak', 'Beta_Centauri', 'Beta_Aurigae', 'Gamma_Andromedae']"
411,Q1107,"['dramma_giocoso', 'comedy-drama', 'Alfa_Romeo_159', 'First_World', ""Fatmagül'ün_Suçu_Ne?"", 'Coronation_Street', '']","['Elfen_Lied', 'Sailor_Moon', 'Detective_Conan', 'One_Piece', 'Death_Note', 'Yu-Gi-Oh!', 'My_Neighbor_Totoro', 'Dragon_Ball_Z']"
412,Q770487,"['T-72', 'Leopard_1', 'Stryker', 'M2_Bradley', 'ZSU-23-4', 'ZSU-57-2', '']","['Cruiser_Mk_II', 'Cruiser_Mk_VIII_Challenger', 'BT-5', 'Crusader_tank', 'Comet_tank', 'Cruiser_Mk_I', 'SOMUA_S35', 'Cromwell_tank']"
413,Q719419,"['C/2006_P1', 'Comet_Ikeya–Seki', 'asteroid', 'A-type', '2873_Binzel', 'Chelyabinsk_meteor', '']","['Comet_Shoemaker–Levy_9', '109P/Swift-Tuttle', ""Halley's_Comet"", 'Comet_Encke', 'Tempel_1', '2060_Chiron', '17P/Holmes', '67P/Churyumov–Gerasimenko']"
414,Q1107679,"['Industrial_Light_&_Magic', 'Cinecittà', '20th_Century_Fox', 'Fox', 'Uraniborg', 'Lowell_Observatory', '']","['DreamWorks', 'Disney', 'Walt_Disney_Animation_Studios', 'Toei_Animation', 'Pixar', 'DreamWorks_Animation', 'Warner_Bros.', 'Studio_Ghibli']"
415,Q57058,"['Árborg', 'Fjarðabyggð', 'Heilbronn', 'Rhein-Neckar-Kreis', 'Maputo', 'South_Caribbean_Coast_Autonomous_Region', '']","['Trpinja', 'Mljet', 'Ston', 'Stari_Grad', 'Supetar', 'Šolta', 'Beli_Manastir', 'Bol']"
416,Q20667187,"['Safety_Last!', 'Greed', 'Fantômas', 'A_Letter_to_Three_Wives', 'hard_science_fiction', 'space_opera', '']","[""L'Arrivée_d'un_train_en_gare_de_La_Ciotat"", 'Shoulder_Arms', 'Frankenstein', 'A_Trip_to_the_Moon', 'Roundhay_Garden_Scene', 'The_Great_Train_Robbery', 'Workers_Leaving_the_Lumière_Factory', 'Un_Chien_Andalou']"
417,Q2572794,"['In_Flanders_Fields', 'The_Raven', 'Die_schöne_Müllerin', 'Ruslan_and_Ludmila', 'Ticket_to_Ride', 'Child_in_Time', '']","['limerick', 'terza_rima', 'qasida', 'tanka', 'ghazal', ""Ruba'i"", 'ritornello', 'ottava_rima']"
418,Q522190,"['IUPAC_nomenclature_of_organic_chemistry', 'INN', 'tuning', 'meconium', 'blazon', 'turntablist', '']","['isotype', 'binomial_name', 'biological_nomenclature', 'trinomial_name', 'syntype', 'lectotype', 'holotype', 'paratype']"
419,Q18089617,"['Frankenweenie', 'Coraline', 'Planet_51', 'claymation', 'email', 'Khan_Academy', '']","['Bob_the_Builder', 'The_Curse_of_the_Were-Rabbit', 'Shaun_the_Sheep', 'Chicken_Run', 'The_Nightmare_Before_Christmas', 'Flushed_Away', 'Pingu', 'Mary_and_Max']"
420,Q29380,"['.uk', '.be', '.net', 'second-level_domain', 'Geographia', 'Journal_des_sçavans', '']","['.edu', '.cat', '.asia', '.mil', '.gov', '.aero', '.mobi', '.xxx']"
421,Q1197685,"[""Father's_Day"", 'Vidovdan', 'Junior_Eurovision_Song_Contest_2015', 'Intervision_Song_Contest', 'World_Chess_Championship_2013', 'Warsaw', '']","['Christmas', 'New_Year', 'Eid_al-Fitr', 'Palm_Sunday', ""All_Saints'_Day"", 'Eid_al-Adha', ""International_Workers'_Day"", 'Thanksgiving']"
422,Q23691,"['Coat_of_arms_of_Cameroon', 'national_anthem', 'lingam', 'Google_Nexus', 'Buffalo_buffalo_Buffalo_buffalo_buffalo_buffalo_Buffalo_buffalo', 'James_while_John_had_had_had_had_had_had_had_had_had_had_had_a_better_effect_on_the_teacher', '']","['Deutschlandlied', 'National_Anthem_of_Chile', 'The_Star-Spangled_Banner', 'Jana_Gana_Mana', 'Kimigayo', 'National_Anthem_of_Russia', 'La_Marseillaise', 'God_Save_the_Queen']"
423,Q24698,"['Kalayaan', 'Pateros', 'Gilbert_Islands', 'Murqub_District', 'Torbay', 'Wellingborough', '']","['Zamboanga_Peninsula', 'Autonomous_Region_in_Muslim_Mindanao', 'Metro_Manila', 'CALABARZON', 'MIMAROPA', 'Ilocos_Region', 'Central_Visayas', 'Central_Luzon']"
424,Q3387041,"['amount_of_substance', 'Gibbs_free_energy', 'radius_of_gyration', 'Specific_absorption_rate', 'product', 'Boolean_algebra', '']","['viscosity', 'humidity', 'velocity', 'pressure', 'density', 'concentration', 'Heat_capacity', 'electric_potential']"
425,Q3685462,"['Mixco', 'Chaidari', 'autonomous_region', 'Krasnoperekopsk_Raion', 'Capital_District', 'Federal_Dependencies_of_Venezuela', '']","['Cap-Haïtien', 'Tortuga', 'Port-au-Prince', 'Jérémie', 'Hinche', 'Jacmel', 'Gonaïves', 'Les_Cayes']"
426,Q17156793,"['AGOVV_Apeldoorn', 'San_Luis', 'Palmeiras', 'Defensor_Sporting', 'International_Mathematical_Union', 'ETSI', '']","['New_York_Giants', 'Seattle_Seahawks', 'Pittsburgh_Steelers', 'Chicago_Bears', 'Indianapolis_Colts', 'Denver_Broncos', 'New_England_Patriots', 'Baltimore_Ravens']"
427,Q785745,"['Union_Pacific_Big_Boy', 'DRB_Class_52', ""Stephenson's_Rocket"", 'TRAXX', 'mill', ""Stephenson's_Rocket"", '']","['Exe', 'Polar_Bear', 'Lyn', 'Russell', 'Sea_Lion', 'LB&SCR_J1_class', 'Welshpool_and_Llanfair_Light_Railway_steam_locomotive_number_19', 'Argadeen']"
428,Q148578,"['Large_Binocular_Telescope', 'Mauna_Kea', 'Robben_Island', 'Völklingen_Ironworks', '']","['Spitzer_Space_Telescope', 'Hubble_Space_Telescope', 'Herschel_Space_Observatory', 'Hipparcos', 'James_Webb_Space_Telescope', 'WMAP', 'Kepler', 'Chandra_X-ray_Observatory']"
429,Q131093,"['graphics_software', 'iPhoto', 'towel', 'gas_mask', 'Uw-vandalism3', 'Tunisia_at_the_Olympics', '']","['FileMaker', 'WordPress', 'Plone', 'Moodle', 'SharePoint', 'phpBB', 'Zend_Framework', 'Mambo']"
430,Q1131296,"['Tarn', 'Seine-Saint-Denis', 'Thirteen_Colonies', 'West_Berlin', 'Thirteen_Colonies', 'Azawad', '']","['São_Brás_de_Alportel', 'Sacavém', 'Porto_Covo', 'Barrancos', 'Amora', 'Quarteira', 'Fátima', 'Sagres']"
431,Q7365,"['pulmonary_vein', 'portal_vein', 'Spanish_Steps', 'transmission_tower', '']","['deltoid', 'sternocleidomastoid', 'rectus_abdominis', 'pectoralis_major', 'biceps', 'cardiac_muscle', 'triceps', 'trapezius']"
432,Q483373,"['express_train', 'Orient_Express', 'Jerusalem_Light_Rail', 'Trams_in_Sarajevo', 'park_and_ride', 'walking', '']","['Sapsan', 'Belarusian_Railway_ЭПг', 'Intercity-Express', 'TGV', 'Z_20500', 'Shinkansen', 'Pendolino', 'Ečs']"
433,Q101352,"['Azure_kingfisher', 'Typhlops_vermicularis', 'MAC_address', 'RTECS', 'Mario', 'Yogi_Bear', '']","['Bernoulli_family', 'Esterházy', 'Aisin_Gioro', 'Borjigin', 'Strauss', 'Qizilbash', 'Brontë', 'Amati']"
434,Q11183787,"['Sirte', 'Vantaa', 'Latgale', 'West_Berlin', 'Verbano-Cusio-Ossola', 'Verona', '']","['Köhlen', 'Kührstedt', 'Bederkesa', 'Wildemann', 'Langen', 'Mulsum', 'Padingbüttel', 'Drangstedt']"
435,Q17910379,"['Boeing_747_Large_Cargo_Freighter', 'de_Havilland_Canada_DHC-5_Buffalo', 'gas_mask', 'curtain', 'Ilyushin_Il-10', 'Hawker_Siddeley_Harrier', '']","['Saunders_ST-27', 'NTA-3B_Skywarrior', 'Lockheed_NF-104A', 'Aeromarine_75', 'Conair_Firecat', 'R.S.4_Bobsleigh', 'Atlas_Oryx', 'VA-3B_Skywarrior']"
436,Q6498903,"['auror', 'magician', 'Daredevil', 'Captain_America', 'business_intermediaries', 'parson', '']","['Two-Face', 'Magneto', 'Penguin', 'Green_Goblin', 'Lord_Voldemort', 'Joker', 'Lex_Luthor', 'Scarecrow']"
437,Q24869,"['Fantômas', 'The_World_According_to_Garp', 'FidoNet', 'Apertium', 'steampunk', 'space_opera', '']","['Lady_and_the_Tramp', 'The_Fox_and_the_Hound', 'Snow_White_and_the_Seven_Dwarfs', 'The_Rescuers', 'The_Lion_King', ""Charlotte's_Web"", 'Bambi', 'Dumbo']"
438,Q674541,"['Rocky_Mountains', 'Altai_Mountains', 'Challenger_Deep', 'Columbia_Plateau', 'Gulf_of_Salerno', 'Gulf_of_Bahrain', '']","['Black_Forest', 'Harz', 'Sudetes', 'Ardennes', 'Eifel', 'Taunus', 'Ore_Mountains', 'Bohemian_Forest']"
439,Q167772,"['XSL-FO', 'XSLT', 'METAR', 'Theora', 'Warcraft_III_World_Editor', 'VHDL', '']","['MP4', 'TIFF', 'AVI', 'RAR', 'ASF', '3GP', 'WMV', 'Ogg']"
440,Q662914,"['Kazimierz', 'Ciutat_Vella', 'raion', 'Krasnoperekopsk_Raion', 'Tabernas_Desert', 'fibula', '']","['Porrentruy', 'Delémont', 'Laufen', 'Arbon', 'Münchwilen', 'Arlesheim', 'Kreuzlingen', 'Frauenfeld']"
441,Q202595,"['Platanias', 'Heraklion', 'Line_Islands', 'Vantaa', 'Vibo_Valentia', 'Venice', '']","['Arcadia', 'Phocis', 'Euboea', 'Pieria_Prefecture', 'Phthiotis', 'Messenia', 'Boeotia', 'Evrytania']"
442,Q2555896,"['county', 'region', 'Gilbert_Islands', 'Sirte', '']","['Barranquilla', 'Cúcuta', 'Cali', 'Bucaramanga', 'Cartagena', 'Santa_Marta', 'Bogotá', 'Medellín']"
443,Q2472587,"['deism', 'Tibetan_Buddhism', 'Antonine_Wall', 'Western_Wall', 'Huns', 'Lisu', '']","['Viking', 'Uyghur', 'Franks', 'Belarusians', 'Eskimo', 'Jewish', 'Italian', 'Crimean_Tatars']"
444,Q34049,"['Central_Atlas_Tamazight', 'Old_Egyptian', 'Limburgish', 'Dutch', 'Oromiffa', 'Kabyle', '']","['Tigrinya', 'Akkadian', 'Hebrew', 'Egyptian', 'Phoenician', 'Moabite', 'Amharic', 'Amorite']"
445,Q193556,"['Eastern_Province', 'Mauretania_Tingitana', 'autonomous_region', 'Bakhchysarai_Raion', 'Rondane', 'Jim_Corbett_National_Park', '']","['Uppland', 'Bohuslän', 'Östergötland', 'Småland', 'Scania', 'Gotland', 'Dalarna', 'Blekinge']"
446,Q3516658,"['ordinary', 'feet_washing', 'Massacre_of_the_Innocents', 'NGC_6188', 'IC_405', '']","['Jerusalem_cross', 'Maltese_cross', 'cross_potent', 'fleur-de-lis', 'cross_pattée', 'Cross_of_Lorraine', 'double-headed_eagle', ""St_George's_Cross""]"
447,Q207628,"['Piano_Concerto_No._5', 'Piano_Concerto_No._1', 'Gundestrup_cauldron', 'Athena_Promachos', 'Voyager_Golden_Record', 'studio_album', '']","['Für_Elise', 'Turandot', 'Billie_Jean', 'Boléro', 'Swan_Lake', 'Il_trovatore', 'The_Nutcracker', 'Requiem']"
448,Q223371,"['Human_Development_Index', 'GDP', 'Prandtl_number', 'Gini_coefficient', 'Nomenclature_of_Territorial_Units_for_Statistics', 'RFLP', '']","['CAC_40', 'S&P_500', 'NASDAQ-100', 'Nikkei_225', 'DAX', 'FTSE_100_Index', 'Dow_Jones_Industrial_Average', 'WIG30']"
449,Q473708,"['FL_Studio', 'GarageBand', 'DuckDuckGo', 'Colossus_computer', 'iPod_Touch', 'Nexus_10', '']","['Apple_II', 'MSX', 'Amiga', 'Amstrad_CPC', 'Atari_ST', 'Apple_Lisa', 'Altair_8800', 'Commodore_64']"
450,Q3556889,"['Areguá', 'Pilar', 'Palomar_de_Arroyos', 'Kokemäki', 'Vianden', 'Mersch', '']","['Usulután', 'Soyapango', 'San_Miguel', 'Santa_Tecla', 'Chalatenango', 'Santa_Ana', 'Ahuachapán', 'Sonsonate']"
451,Q628993,"['Delémont', 'Arlesheim', 'Aigle', 'Nyon', '']","['Sion', 'Saint-Maurice', 'Conthey', 'Visp', 'Goms', 'Sierre', 'Martigny', 'Monthey']"
452,Q1093829,"['Bradley', 'Highland_Park', 'Danvers,_Massachusetts', 'Groton,_Connecticut', '']","['Sacramento', 'San_Antonio', 'Minneapolis', 'Houston', 'Santa_Fe,_New_Mexico', 'Miami', 'Indianapolis', 'Montpelier']"
453,Q2039348,"['Mixco', 'Carrión_de_los_Condes', 'Simferopol_Raion', 'Krasnoperekopsk_Raion', 'Capital_District', 'Redange', '']","['Eindhoven', 'Maastricht', 'Utrecht', 'Arnhem', 'Zwolle', 'Haarlem', 'Leiden', 'The_Hague']"
454,Q738570,"['Old_Riga', 'Embraer_EMB_202_Ipanema', 'Wikipedia_community', 'Mozilla', 'Pannonhalma_Archabbey', 'Cîteaux', '']","['City_of_London', 'Downtown_Los_Angeles', 'Midtown_Manhattan', 'Canary_Wharf', 'Central', 'Lower_Manhattan', 'Financial_District', 'La_Défense']"
455,Q15092344,"['Västerås', 'Gothenburg', 'Villanueva_de_Oscos', 'Pesoz', 'Joutseno', 'Karis', '']","['Lillehammer', 'Jessheim', 'Vikersund', 'Åmot', 'Leknes', 'Askvoll', 'Hønefoss', 'Steinkjer']"
456,Q1343246,"['Villa_Savoye', 'Domus_Aurea', 'Rembrandt_House_Museum', 'Fallingwater', 'Bariano', 'Borghi', '']","['Bletchley_Park', 'Leeds_Castle', 'Osborne_House', 'Windsor_Castle', 'Hever_Castle', 'Sandringham_House', 'Royal_Pavilion', 'Chatsworth_House']"
457,Q120560,"['Hagia_Sophia', 'Turin_Cathedral', 'Pantheon', 'Citadel_of_Salah_Ed-Din', 'Acropolis_of_Athens', '']","[""St_Mark's_Basilica"", 'Church_of_the_Nativity', 'Sacré-Cœur', 'Stephansdom', ""Basilica_of_San_Francesco_d'Assisi"", 'Church_of_the_Holy_Sepulchre', 'Sagrada_Família', 'Notre_Dame_de_Paris']"
458,Q1357964,"['Lom', 'Varshets', 'Latgale', 'international_waters', 'Kõrgessaare_Parish', 'Põlva', '']","['Nottingham', 'Cambridge', 'York', 'Leicester', 'Exeter', 'Norwich', 'Oxford', 'Derby']"
459,Q189533,"['Director', 'philosophy_of_education', 'calculus', 'skald', 'child_actor', '']","['honorary_doctorate', 'professor', 'Bachelor_of_Science', 'Magister', 'Doctor_of_Laws', 'Candidate_of_Sciences', 'Master_of_Arts', 'docent']"
460,Q261023,"['Tarn', 'Deux-Sèvres', 'SAP_Kosovo', 'international_waters', 'West_Berlin', 'SAP_Kosovo', '']","['Alsergrund', 'Floridsdorf', 'Leopoldstadt', 'Mariahilf', 'Innere_Stadt', 'Neubau', 'Josefstadt', 'Hietzing']"
461,Q171263,"['Hill_Mari', 'Pahari', 'talent', 'speed_reading', '']","['Basque', 'Esperanto', 'Georgian', 'Swahili', 'Turkish', 'Finnish', 'Hungarian', 'Estonian']"
462,Q349,"['milking', 'dredging', 'Hurricane_Patricia', 'Hurricane_Katrina', 'G1_phase', 'breath', '']","['gymnast', 'racing_driver', 'yoga', 'skateboarding', 'dodgeball', 'parkour', 'figure_skater', 'floorball']"
463,Q17888,"['69', 'cunnilingus', 'lolcat', 'Ice_Bucket_Challenge', 'hierarchy', 'Bose–Einstein_condensate', '']","['homosexuality', 'lesbian', 'pansexual', 'bisexual', 'MSM', 'asexual', 'heterosexual', 'gay']"
464,Q132364,"['RTCP', 'BitTorrent', 'Kolomenskoye', 'Archduchy_of_Austria', 'GMT', 'UTC', '']","['Wake-on-LAN', 'S/PDIF', 'IEEE-488', 'H.323', 'POP3', 'HDMI', 'DICOM', 'CAN']"
465,Q6979593,"[""Russia_men's_national_volleyball_team"", 'Latvia', 'Unified_Team', 'West_Indies', 'Court_of_Arbitration_for_Sport', 'European_Handball_Federation', '']","['Argentina', 'Italy', 'England', 'France', 'Netherlands', 'Spain', 'Germany', 'Brazil']"
466,Q55488,"['terminal', 'Neverland_Ranch', 'rail', 'bunker', 'Leningradsky', '']","['London_Waterloo', ""London_King's_Cross"", 'Jhelum', 'Mumbai_CST', 'Grand_Central_Terminal', 'London_St_Pancras', 'Gare_du_Nord', 'Nouadhibou']"
467,Q130003,"['Arena_Zagreb', 'Stadio_Flaminio', 'Torre_Ejecutiva_Pemex', 'Lotus_Temple', 'Evangelical', 'Episcopal', '']","['Sigulda', 'Fonni', 'Verbier', 'Ski_Dubai', 'Crans-Montana', ""Alpe_d'Huez"", 'Mürren', 'Levi']"
468,Q163301,"['Nauwalde', 'Dahlem', 'Potidaea', 'Borghi', '']","['Flörsheim', 'Wehrheim', 'Usingen', 'Schlangenbad', 'Groß-Umstadt', 'Mörlenbach', 'Grävenwiesbach', 'Babenhausen']"
469,Q17412916,"['Tusken_Raiders', 'Yuuzhan_Vong', 'Donkey_Kong', 'Mickey_Mouse', 'Replicators', 'generation_ship', '']","['Sindar', 'Noldor', 'Eldar', 'Dúnedain', 'Rohirrim', 'Teleri', 'Edain', 'Vanyar']"
470,Q720711,"['MG_131_machine_gun', 'Type_92_Heavy_Machine_Gun', 'Besa_machine_gun', 'M1919_Browning_machine_gun', 'Ordnance_QF_2_pounder', 'culverin', '']","['Madsen_machine_gun', 'DT_machine_gun', 'FN_Minimi', 'RPD', 'Browning_Automatic_Rifle', 'Bren_light_machine_gun', 'RPK', 'ZB_vz._26']"
471,Q19340794,"['Rosneft', 'United_Aircraft_Corporation', 'dot-com_bubble', 'monopolistic_competition', 'mass–energy_equivalence', ""Ohm's_law"", '']","['savings_bank', 'borettslag', 'kommandittselskap', 'government_agency', 'sole_proprietorship', 'Ansvarlig_selskap', 'ASA', 'statsaksjeselskap']"
472,Q15584664,"['Riga_District', 'Balvi_District', 'Gilbert_Islands', 'Jafara', '']","['Sigulda', 'Alūksne', 'Balvi', 'Aizkraukle', 'Cēsis', 'Kuldīga', 'Valka', 'Bauska']"
473,Q1307214,"['Tokugawa_shogunate', 'dictatorship_of_the_proletariat', 'British_politics', ""Luhansk_People's_Republic"", '']","['dictatorship', 'representative_democracy', 'constitutional_monarchy', 'unitary_state', 'semi-presidential', 'presidential', 'Caliph', 'theocracy']"
474,Q212434,"['skateboarding', 'Twenty20', 'excavation', 'Twyfelfontein', 'roller_hockey', 'shinty', '']","['ice_hockey', 'weightlifter', 'Nordic_skiing', 'modern_pentathlete', 'rower', 'rhythmic_gymnast', 'tug_of_war', 'Greco-Roman_wrestling']"
475,Q820254,"['department', 'Deux-Sèvres', 'department', 'voivodeship', '']","['Freiberg', 'Kutná_Hora', 'Aue', 'Suhl', 'Ilmenau', 'Annaberg-Buchholz', 'Sondershausen', 'Jihlava']"
476,Q751705,"['Karl-Gerät', 'Paris_Gun', 'Big_Bertha', 'Ordnance_QF_2_pounder', 'Brügger_&_Thomet_MP9', 'culverin', '']","['M61_Vulcan', 'MG_FF_cannon', 'MK_108_cannon', 'M39_cannon', 'Hispano-Suiza_HS.404', 'ZU-23-2', '2A42', 'Bofors_40_mm']"
477,Q4220920,"['Bollandists', 'logographer', 'goaltender', 'serial_killer', 'Rudolf_Höss', 'Erich_Priebke', '']","['executive_producer', 'film_maker', 'cameraman', 'stuntman', 'film_director', 'cinematographer', 'script_supervisor', 'gaffer']"
478,Q2465832,"['conchologist', 'Turkologist', 'raster_graphics', 'XML_Schema', 'industrialist', 'Bandeirantes', '']","['zoologist', 'mathematics', 'physics', 'chemistry', 'astrophysics', 'natural_science', 'physiology', 'astronomy']"
479,Q9415,"['magnitude', 'Gini_coefficient', 'redistribution_of_wealth', 'drug_addiction', 'Summa_Theologica', 'Bible_translation', '']","['fear', 'hatred', 'love', 'happiness', 'envy', 'hope', 'sadness', 'anger']"
480,Q641066,"['Take_That', 'EXO', 'Orchestral_Manoeuvres_in_the_Dark', 'Escape_the_Fate', 'The_Firebird', 'piano_trio', '']","['2NE1', ""Girls'_Generation"", 'Morning_Musume', 'Fifth_Harmony', 'Kara', 'Momoiro_Clover_Z', 'Girls_Aloud', 'AKB48']"
481,Q1145276,"['Thule', 'Duat', 'Donkey_Kong', 'Scrooge_McDuck', 'Quenya', 'Novial', '']","['Mordor', 'Rohan', 'Shire', 'Arnor', 'Gondor', 'Muspelheim', 'Valinor', 'Númenor']"
482,Q2755753,"['Les_Corts', 'Fener', 'Ordo_Templi_Orientis', 'GNU_Project', 'Melk_Abbey', 'Port-Royal', '']","['Westminster', 'Wimbledon', 'Covent_Garden', 'Soho', 'Mayfair', 'Notting_Hill', 'Canary_Wharf', 'Greenwich']"
483,Q3032137,"['Saint-Maurice', 'Frauenfeld', 'Gros-de-Vaud', 'Aigle', 'Lake_Sempach', 'Lake_Murten', '']","['Lugano', 'Riviera', 'Locarno', 'Mendrisio', 'Vallemaggia', 'Blenio', 'Leventina', 'Bellinzona']"
484,Q12737077,"['Chōshū', 'demesne', 'Hurricane_Patricia', 'Typhoon_Haiyan', 'Torre_Ejecutiva_Pemex', 'Lotus_Temple', '']","['prophet', 'beekeeping', 'student', 'playwright', 'author', 'knight', 'samurai', 'conquistador']"
485,Q216337,"['AKB48', 'Kara', 'The_Kills', 'Damageplan', 'Dead_Kennedys', 'piano_trio', '']","['B.A.P', 'SHINee', 'One_Direction', 'Take_That', 'EXO', 'Arashi', '2PM', 'Beast']"
486,Q2919801,"['Ermsdorf', 'Sirte', 'Vantaa', 'SSR_Abkhazia', 'county', '']","['Ettelbruck', 'Vianden', 'Diekirch', 'Luxembourg_City', 'Esch-sur-Alzette', 'Schengen', 'Differdange', 'Echternach']"
487,Q431289,"['lituus', 'serpent', 'Bliss', 'We_Can_Do_It!', 'Pahari', 'Bengali', '']","['Lego', 'Pepsi', 'Jeep', 'Core_2', 'Fanta', 'Mercedes-Benz', 'Jaguar', 'Pentium_4']"
488,Q15647906,"['Olsztynek', 'Sędziszów', 'Tarn', 'department', 'mohalla', 'countries', '']","['Vila_Nova_de_Famalicão', 'Tomar', 'Viseu', 'Ílhavo', 'Évora', 'Aveiro', 'Braga', 'Albufeira']"
489,Q15732355,"['Jafara', 'Sirte', 'Verbano-Cusio-Ossola', 'Verona', '']","['Gabès', 'Hammamet', 'Kairouan', 'Sousse', 'Sfax', 'Bizerte', 'Monastir', 'Gafsa']"
490,Q2743,"['The_Clouds', 'The_Burghers_of_Calais', 'statue', 'Athena_Promachos', 'safari', 'insulation', '']","['Cats', 'Fiddler_on_the_Roof', 'Hair', 'Evita', 'Les_Misérables', 'My_Fair_Lady', 'West_Side_Story', 'The_Phantom_of_the_Opera']"
491,Q13741,"['OpenGL', 'debugger', 'CorelDRAW', 'iPhoto', 'Nano', 'sed', '']","['NetBeans', 'Gambas', 'KDevelop', 'Eclipse', 'Lazarus', 'Visual_Studio', 'Delphi', 'Dev-C++']"
492,Q290378,"['FIPS_place_code', 'AES', 'commandry', 'Peterhof_Palace', 'GMT', 'Olympiad', '']","['FTP', 'TCP', 'UDP', 'SMTP', 'IP', 'Telnet', 'DNS', 'ICMP']"
493,Q1840161,"['Cardenal_Caro_Province', 'Antártica_Chilena_Province', 'Gilbert_Islands', 'Sirte', 'Kurdistan_Uyezd', 'South_Tipperary', '']","['Easter_Island', 'Pichilemu', 'Valparaíso', 'Iquique', 'Puerto_Montt', 'Concepción', 'Antofagasta', 'Temuco']"
494,Q15720625,"['Marsupilami', 'Rudolph_the_Red-Nosed_Reindeer', 'Replicators', 'generation_ship', '']","['Orthrus', ""Santa's_Little_Helper"", 'Goofy', 'Courage_the_Cowardly_Dog', 'Snoopy', 'Sirius_Black', 'Pluto', 'Cerberus']"
